ID_ASO;EAN;NAZWA;ID_WALUTA;CENA_NETTO;VAT;ID_JED;ID_PROD
1507143;59003520;09 PA. TORCIKI WAFL.-KARM. 260g GOPLANA-COLIAN;PLN;2,59;23;SZT;JUTRZENKA
1507143A;59003520;08 PA. TORCIKI WAFL.-KARM. 260g GOPLANA-COLIAN;PLN;2,59;23;SZT;JUTRZENKA
1507151;59003520;02 PA. cukierki RAJSKIE MLECZKO 210g GOPLANA-COLIAN;PLN;1,89;23;SZT;JUTRZENKA
1507161;59003520;12 PA. TOFFINO SOFT 80g GOPLANA-COLIAN;PLN;0,99;23;SZT;JUTRZENKA
1507165;59003520;10 PA. TOFFINO SOFT 260g GOPLANA-COLIAN;PLN;2,86;23;SZT;JUTRZENKA
1507171;59003940;11 PA. JOY&ME owoce leśne 135g GOPLANA-COLIAN;PLN;1,79;23;SZT;JUTRZENKA
1507172;59003940;10 PA. JOY&ME pomarańcza 135g GOPLANA-COLIAN;PLN;1,79;23;SZT;JUTRZENKA
1507180;59003940;PUDEŁKO JOY&ME owoce leśne 117g GOPLANA-COLIAN;PLN;5,7;23;SZT;JUTRZENKA
1507181;59003940;PUDEŁKO JOY&ME pomarańcza 117g GOPLANA-COLIAN;PLN;5,7;23;SZT;JUTRZENKA
1507901;59003520;DROPS BRANDO 47g GOPLANA-COLIAN;PLN;0,79;23;SZT;JUTRZENKA
1507902;59003520;06 DROPS minties MIĘTOWY 48g GOPLANA-COLIAN;PLN;0,21;23;SZT;JUTRZENKA
1507903;59003520;DROPS minties EXTRA MIĘT.48g GOPLANA-COLIAN;PLN;0,75;23;SZT;JUTRZENKA
1507998;0;gratis!!! PA. minties MIĘTOWE 90g (5kart+1kart) GOPLANA-COLIAN;PLN;0,01;23;SZT;JUTRZENKA
1507999;59003521;STEND KONF. TOREBKI 16,776kg COLIAN;PLN;397,56;23;SZT;JUTRZENKA
1599001;59003520;06 mikołaj 30g GOPLANA-COLIAN;PLN;0,24;23;SZT;JUTRZENKA
1599002;59003520;sklep 05 figurka 30g GOPLANA-COLIAN;PLN;0,08;23;SZT;JUTRZENKA
1599003;59003520;10 figurka 30g GOPLANA-COLIAN;PLN;0,22;23;SZT;JUTRZENKA
1599051;59074151;WN ZAJĄC 30g GOPLANA-COLIAN;PLN;0,99;23;SZT;JUTRZENKA
1599052;59074144;WN BARANEK 30g GOPLANA-COLIAN;PLN;0,99;23;SZT;JUTRZENKA
1599053;59074137;WN KURCZAK 30g GOPLANA-COLIAN;PLN;0,99;23;SZT;JUTRZENKA
1599062;59003520;BN ANIOŁEK 30g GOPLANA-COLIAN;PLN;0,74;23;SZT;JUTRZENKA
1599063;59071815;BN RENIFER 30g GOPLANA-COLIAN;PLN;0,39;23;SZT;JUTRZENKA
1599064;59071822;BN BAŁWANEK 30g GOPLANA-COLIAN;PLN;1,23;23;SZT;JUTRZENKA
1599065;59094364;BN ANIOŁEK DZIEWCZYNKA 30g GOPLANA-COLIAN;PLN;0,75;23;SZT;JUTRZENKA
1599066;59094371;BN ANIOŁEK CHŁOPCZYK 30g GOPLANA-COLIAN;PLN;0,75;23;SZT;JUTRZENKA
1599068;59001890;BN MIKOŁAJ 60g GOPLANA-COLIAN;PLN;2,29;23;SZT;JUTRZENKA
1599070;59003520;MIKOŁAJE 2x63g GOPLANA-COLIAN;PLN;4,65;23;SZT;JUTRZENKA
1599081;59003520;FIGURKA EURO 30g GOPLANA-COLIAN;PLN;0,8;23;SZT;JUTRZENKA
1599201;59003520;BOMB. PRALINY ML.RUMOWE 200g GOPLANA-COLIAN;PLN;8,14;23;SZT;JUTRZENKA
1599202;59003520;BOMB. HAPPY HOURS 174g GOPLANA-COLIAN;PLN;6,8;23;SZT;JUTRZENKA
1599202A;59003520;00 bomb. happy hours 174g GOPLANA-COLIAN;PLN;3,99;23;SZT;JUTRZENKA
1599203;59001890;BN BOMB. CHOCOLATE DANCING STARS 185g GOPLANA-COLIAN;PLN;7,16;23;SZT;JUTRZENKA
1599204;59001890;BN BOMB. m SWEET GIFT 66g GOPLANA-COLIAN;PLN;3,78;23;SZT;JUTRZENKA
1599205;59001890;BN BOMB. d SWEET GIFT 200g GOPLANA-COLIAN;PLN;3,99;23;SZT;JUTRZENKA
1599300;59003520;BN CZEK. KLASYCZNA GORZKA 90g GOPLANA-COLIAN;PLN;2,64;23;SZT;JUTRZENKA
1599301;59003520;WN CZEK. ADWOKAT 90g GOPLANA-COLIAN;PLN;2,08;23;SZT;JUTRZENKA
1599302;59003520;BN CZEK. ORYGINALNA MLECZNA 90g GOPLANA-COLIAN;PLN;2,64;23;SZT;JUTRZENKA
1599303;59003520;BN CZEK. N.TRUSKAWKOWA 93g GOPLANA-COLIAN;PLN;2,38;23;SZT;JUTRZENKA
1599303A;59003520;09 wn czek. nadz.truskawkowa 93g (4x5szt) GOPLANA-COLIAN;PLN;1,08;23;SZT;JUTRZENKA
1599304;59003520;CZEK. GORZKA N.MARCEPANOWA 90g GOPLANA-COLIAN;PLN;1,93;23;SZT;JUTRZENKA
1599304A;59003520;07 czek. gorzka n.marcepanowa 90g GOPLANA-COLIAN;PLN;0,78;23;SZT;JUTRZENKA
1599304AA;59003520;07 czek. gorzka n.marcepanowa 90g GOPLANA-COLIAN;PLN;0,78;23;SZT;JUTRZENKA
1599305;59001890;BN CZEK. MISTER RON 90g GOPLANA-COLIAN;PLN;1,2;23;SZT;JUTRZENKA
1599351;59003520;BN CZEK. ALPEJSKA 100g GOPLANA-COLIAN;PLN;2,38;23;SZT;JUTRZENKA
1599355;59003520;CZEK. NADZ. TRUSKAWKOWA 93g GOPLANA-COLIAN;PLN;2,39;23;SZT;JUTRZENKA
1599355A;59003520;CZEK. NADZ. TRUSKAWKOWA 93g GOPLANA-COLIAN;PLN;2,08;23;SZT;JUTRZENKA
1599356;59003520;WN CZEK. NADZ. TRUSKAWKOWA 93g GOPLANA-COLIAN;PLN;2,25;23;SZT;JUTRZENKA
1599357;59003520;WN CZEK. ORYGINALNA MLECZNA 90g GOPLANA-COLIAN;PLN;1,98;23;SZT;JUTRZENKA
1599401;59001890;BN CUK. ZIMOWE W CZEKOLADZIE (1) LUZ GOPLANA-COLIAN;PLN;17,6;23;KG;JUTRZENKA
1599402;59003521;BN CUK. (8) PASTYLKI MIĘTOWE LUZ GOPLANA-COLIAN;PLN;12,99;23;KG;JUTRZENKA
1599403;59003521;08 BN CUK. (8) PASTYLKI POMARAŃCZOWE LUZ GOPLANA-COLIAN;PLN;6,49;23;KG;JUTRZENKA
1599701;59003520;04 miesz. teatralna 200g choinka GOPLANA-COLIAN;PLN;2,16;23;SZT;JUTRZENKA
1599702;59003520;04 praliny ml. rumowe 200g gwiazdka GOPLANA-COLIAN;PLN;2,16;23;SZT;JUTRZENKA
1599703;59003520;BN PA. FIGURKI MIX 180g GOPLANA-COLIAN;PLN;2,36;23;SZT;JUTRZENKA
1599719A;59003520;03 mieszanka teatralna duża 720g GOPLANA-COLIAN;PLN;8,64;23;SZT;JUTRZENKA
1599721;59003520;08 miesz.teatralna zając 200g GOPLANA-COLIAN;PLN;9;23;SZT;JUTRZENKA
1599722;59003520;MIESZANKA TEATRALNA wstążka 220g GOPLANA-COLIAN;PLN;6,5;23;SZT;JUTRZENKA
1599722A;59003520;03 mieszanka teatralna wstążka 220g GOPLANA-COLIAN;PLN;2,64;23;SZT;JUTRZENKA
1599723;59003520;MIESZANKA TEATRALNA torebka 260g GOPLANA-COLIAN;PLN;5,7;23;SZT;JUTRZENKA
1599723A;59003520;03 mieszanka teatralna torebka 260g GOPLANA-COLIAN;PLN;3,12;23;SZT;JUTRZENKA
1599751;0;ZESTAW ŚWIĄTECZNY 330g GOPLANA-COLIAN;PLN;6,81;23;SZT;JUTRZENKA
1599752;59001890;BN PUD. CHOINKA OKIENKO - ZŁOTE PRALINY 294g GOPLANA-COLIAN;PLN;6,05;23;SZT;JUTRZENKA
1599753;59001890;BN PUD. SWEET GIFT 3 0 0 g GOPLANA-COLIAN;PLN;15,14;23;SZT;JUTRZENKA
1599801;59003520;s1 pa. krówki 200g GOPLANA-COLIAN;PLN;1,6;23;SZT;JUTRZENKA
1599802;59003520;s2 pa. żelki piłki 90g GOPLANA-COLIAN;PLN;0,73;23;SZT;JUTRZENKA
1599803;59003520;s3 pa. żelki (KUBEK) piłkarze 180g GOPLANA-COLIAN;PLN;1,33;23;SZT;JUTRZENKA
1599804;59003520;s4 figurka piłkarza 30g GOPLANA-COLIAN;PLN;0,24;23;SZT;JUTRZENKA
1599805;59003940;s5 waf. grześki 15% gratis 42g GOPLANA-COLIAN;PLN;0,55;23;SZT;JUTRZENKA
1599984;59001897;STEND OKAZJE 16,698kg 2017 GOPLANA-COLIAN;PLN;977,58;23;SZT;JUTRZENKA
1599985;59001897;BN STEND TOP SELLERS KT 26,811kg 2016 GOPLANA-COLIAN;PLN;1025,35;23;SZT;JUTRZENKA
1599986;59001897;BN STEND GIFTING KT 24,51kg 2016 GOPLANA-COLIAN;PLN;1271,22;23;SZT;JUTRZENKA
1599987;59003521;BN STEND KIDS KT 19,56kg 2016 GOPLANA-COLIAN;PLN;487,2;23;SZT;JUTRZENKA
1599988;59001897;STEND KONFEK. GOP&SOL 25,140 kg 2016 GOPLANA-COLIAN;PLN;897,25;23;SZT;JUTRZENKA
1599989;59001897;walentynki STEND KONFEK. 16,306 kg 2016 GOPLANA-COLIAN;PLN;683,69;23;SZT;JUTRZENKA
1599990;59001897;BN STEND KONFEK. 14,44 kg 2015 GOPLANA-COLIAN;PLN;715,73;23;SZT;JUTRZENKA
1599991;59001897;BN STEND KONFEK. 18,128 kg 2015 GOPLANA-COLIAN;PLN;415,78;23;SZT;JUTRZENKA
1599992;59001897;BN STEND KONFEK. 31,219 kg 2015 GOPLANA-COLIAN;PLN;761,95;23;SZT;JUTRZENKA
1599993;0;"BN STEND ""1"" KONFEK. 27,758kg GOPLANA-COLIAN";PLN;806,87;23;SZT;JUTRZENKA
1599994;0;"BN STEND ""2"" KONFEK. 27,214kg GOPLANA-COLIAN";PLN;692,6;23;SZT;JUTRZENKA
1599995;59003521;10 stend dla kibica 44,256 kg GOPLANA-COLIAN;PLN;410,24;23;SZT;JUTRZENKA
1599996;0;STEND EORO 44,256 kg GOPLANA-COLIAN;PLN;866,34;23;SZT;JUTRZENKA
1599997;0;BN STEND KONFEKCJONOWANY 38,98 kg GOPLANA-COLIAN;PLN;940,71;23;SZT;JUTRZENKA
1599999;59003521;WN STEND MIX KONF. 13,602kg COLIAN;PLN;668,66;23;SZT;JUTRZENKA
1601001;59003520;BAT. ALIBI 36g JUTRZENKA-COLIAN;PLN;0,89;23;SZT;JUTRZENKA
1601002;59003520;06 BAT. ALIBI MAX karmel 49g JUTRZENKA-COLIAN;PLN;0,56;23;SZT;JUTRZENKA
1601003;59003520;06 BAT. ALIBI MAX kokos 49g JUTRZENKA-COLIAN;PLN;0,56;23;SZT;JUTRZENKA
1601020;59003520;BAT. JEŻYKI 30g JUTRZENKA.;PLN;1,15;0;SZT;JUTRZENKA
1601021;59003520;BAT. JEŻYKI KOKOS 30g JUTRZENKA.;PLN;1,15;0;SZT;JUTRZENKA
1601022A;59003520;09 bat. jeżyki advocat 30g JUTRZENKA.;PLN;0,33;23;SZT;JUTRZENKA
1602001;59003520;BOMB. GALARETKA W CZEK. POMARAŃCZ. 190g JUTRZENKA.;PLN;7,32;23;SZT;JUTRZENKA
1602001A;59003520;11 bomb. galaretka w czek. pomarańcz. 190g JUTRZENKA.;PLN;1,99;23;SZT;JUTRZENKA
1602002;59003520;BOMB. GALARETKA W CZEK. WIŚNIOWA 190g JUTRZENKA.;PLN;7,32;23;SZT;JUTRZENKA
1602003;59003520;BOMB. GALARETKA W CZEK. CYTRYNOWA 190g JUTRZENKA.;PLN;7,32;23;SZT;JUTRZENKA
1602003A;59003520;11 bomb. galaretka w czek. cytrynowa 190g JUTRZENKA.;PLN;2,28;23;SZT;JUTRZENKA
1602004;59003520;BOMB. GALARETKA W CZEK. PORZECZKA 190g JUTRZENKA.;PLN;7,32;23;SZT;JUTRZENKA
1602004A;59003520;gratis!!! bomb. galaretka w czek. pomarańcz 190g JUTRZENKA.;PLN;0,01;23;SZT;JUTRZENKA
1602005;59003520;BOMB. GALARETKA W CZEK. MALINOWA 170g JUTRZENKA.;PLN;2,1;23;SZT;JUTRZENKA
1602005A;59003520;11 bomb. galaretka w czek. malinowa 170g JUTRZENKA.;PLN;2,28;23;SZT;JUTRZENKA
1602006;59003520;BOMB. GALARETKA W CZEK. TRUSKAWKOWA 170g JUTRZENKA.;PLN;2,1;23;SZT;JUTRZENKA
1602007A;59003520;12 bomb. galaretka w czek. śliwkowa 190g JUTRZENKA.;PLN;2,28;23;SZT;JUTRZENKA
1602022;59003520;walentynki BOMB. GALARETKA W CZEK. WIŚNIOWA serce 145g GOPLANA;PLN;4,07;23;SZT;JUTRZENKA
1604001;59003520;GALARETKA POMARAŃCZOWA W CZEK. LUZ JUTRZENKA.;PLN;19,68;23;KG;JUTRZENKA
1604002;59003520;GALARETKA WIŚNIOWA W CZEK. LUZ JUTRZENKA.;PLN;16,8;23;KG;JUTRZENKA
1604002A;59003520;06 galaretka wiśniowa w czek. luz JUTRZENKA.;PLN;6,5;23;KG;JUTRZENKA
1604005;59001897;CUK. FAMILIJNE (2,5) LUZ JUTRZENKA-COLIAN;PLN;28,98;23;KG;JUTRZENKA
1604998A;50290530;cuk. wisnia w czek. luz;PLN;19,37;23;KG;JUTRZENKA
1604999A;59037922;żelki nadziewane luz JUTRZENKA.;PLN;9;23;KG;JUTRZENKA
1605001;59003524;CIASTKA ZWIERZACZKI W CZEK. LUZ JUTRZENKA.;PLN;30,5;0;KG;JUTRZENKA
1605901;59003521;herbatniki luz JUTRZENKA.;PLN;11,8;23;KG;JUTRZENKA
1606001;59003520;promocja!!! PETIT BEURRE 100g (72) JUTRZENKA.;PLN;0,95;0;SZT;JUTRZENKA
1606001G;59003520;gratis!!!!! PETIT BEURRE 100g (150zł+52szt) JUTRZENKA.;PLN;0,01;23;SZT;JUTRZENKA
1606002;59003520;05 petit beurre maślane 80g JUTRZENKA.;PLN;0,5;23;SZT;JUTRZENKA
1606003;59003520;PETIT BEURRE 65g małe JUTRZENKA.;PLN;0,52;23;SZT;JUTRZENKA
1606004;59003521;PETIT BEURRE 50g EX KRUCHY JUTRZENKA.;PLN;0,89;0;SZT;JUTRZENKA
1606004A;59003520;10 PETIT BEURRE 50g EX KRUCHY JUTRZENKA.;PLN;0,49;0;SZT;JUTRZENKA
1606010;59003520;PETIT BEURRE kakaowe 100g (52) JUTRZENKA.;PLN;0,94;23;SZT;JUTRZENKA
1606031;59003520;BE-BE 16g JUTRZENKA.;PLN;0,46;0;SZT;JUTRZENKA
1606041;59001890;CIASTECZKA familijne Z CUKREM 184g JUTRZENKA;PLN;3,62;0;SZT;JUTRZENKA
1606042;59001890;CIASTECZKA familijne CZEKOLADOWE 160g JUTRZENKA;PLN;3,61;0;SZT;JUTRZENKA
1606043;59001890;CIASTECZKA familijne WANILIOWE 160g JUTRZENKA;PLN;3,62;0;SZT;JUTRZENKA
1606044;59001890;CIASTECZKA familijne WIŚNIOWE 130g JUTRZENKA;PLN;3,61;0;SZT;JUTRZENKA
1606045;59001890;CIASTECZKA familijne MAŚLANE 160g JUTRZENKA;PLN;3,62;0;SZT;JUTRZENKA
1606046;59001890;CIASTECZKA familijne MAŚLANE bez cukru 125g JUTRZENKA;PLN;3,62;0;SZT;JUTRZENKA
1606051;59003520;ELITKI W CZEK. MLECZNEJ 170g JUTRZENKA.;PLN;2,95;23;SZT;JUTRZENKA
1606052;59003520;ELITKI maślane 180g JUTRZENKA.;PLN;4,25;0;SZT;JUTRZENKA
1606052A;59003520;12 ELITKI maślane 180g JUTRZENKA.;PLN;1;23;SZT;JUTRZENKA
1606101;59003520;JEŻYKI CLASSIC 140g JUTRZENKA.;PLN;4,4;0;SZT;JUTRZENKA
1606101A;59003520;11 jeżyki classic 140g (20) JUTRZENKA.;PLN;1,8;23;SZT;JUTRZENKA
1606101AA;59003520;06 jeżyki classic 140g (56) JUTRZENKA.;PLN;1,2;23;SZT;JUTRZENKA
1606101AAA;59003520;06 jeżyki classic 140g (60) JUTRZENKA.;PLN;1,2;23;SZT;JUTRZENKA
1606102;59003520;JEŻYKI CAFE 140g JUTRZENKA.;PLN;4,4;0;SZT;JUTRZENKA
1606102A;59003520;09 jeżyki cafe 140g JUTRZENKA.;PLN;1,61;23;SZT;JUTRZENKA
1606103;59003520;JEŻYKI KOKOS 140g JUTRZENKA.;PLN;4,4;0;SZT;JUTRZENKA
1606103A;59003520;11 jeżyki z kokosem 140g (20) JUTRZENKA.;PLN;1,8;23;SZT;JUTRZENKA
1606103AA;59003520;06 jeżyki z kokosem 140g (56) JUTRZENKA.;PLN;1,2;23;SZT;JUTRZENKA
1606103AAA;59003520;06 jeżyki z kokosem 140g (60) JUTRZENKA.;PLN;1,2;23;SZT;JUTRZENKA
1606105;59003520;JEŻYKI WIŚNIOWE 140g JUTRZENKA.;PLN;4,84;0;SZT;JUTRZENKA
1606105A;59003520;11 jeżyki wiśniowe 140g JUTRZENKA.;PLN;1,8;23;SZT;JUTRZENKA
1606106;59003520;JEŻYKI ADVOCAT 140g JUTRZENKA.;PLN;4,4;0;SZT;JUTRZENKA
1606106A;59003520;12 jeżyki advocat 140g JUTRZENKA.;PLN;2,5;0;SZT;JUTRZENKA
1606107;59003520;JEŻYKI POMARAŃCZOWE 140g JUTRZENKA.;PLN;4,4;0;SZT;JUTRZENKA
1606107A;59003520;08 jeżyki pomarańczowe 140g JUTRZENKA.;PLN;1,8;23;SZT;JUTRZENKA
1606108;59003520;JEŻYKI WHITE COCONUT 140g JUTRZENKA.;PLN;4,15;23;SZT;JUTRZENKA
1606109;59003520;JEŻYKI SŁONY KARMEL 140g JUTRZENKA.;PLN;4,4;0;SZT;JUTRZENKA
1606119A;59003520;10 jeżyki MIX 140g JUTRZENKA (32);PLN;1,99;23;SZT;JUTRZENKA
1606121;59003520;JEŻYKI DARK WIŚNIA 140g JUTRZENKA.;PLN;4,4;0;SZT;JUTRZENKA
1606122;59003520;JEŻYKI DARK COCOA 140g JUTRZENKA.;PLN;3,07;0;SZT;JUTRZENKA
1606122A;59003520;10 jeżyki dark cocoa 140g JUTRZENKA.;PLN;2,05;23;SZT;JUTRZENKA
1606131;59003520;JEŻYKI CLASSIC 140g + BAT.KOKOS 30g JUTRZENKA.;PLN;3,2;23;SZT;JUTRZENKA
1606132;59003520;JEŻYKI CAFE 140g +BAT.KOKOS 30g JUTRZENKA.;PLN;3,2;23;SZT;JUTRZENKA
1606133;59003520;JEŻYKI Z KOKOSEM 140g + BAT.CLASSIC 30g JUTRZENKA.;PLN;3,2;23;SZT;JUTRZENKA
1606134;59003520;JEŻYKI WIŚNIOWE 140g +BAT.KOKOS 30g JUTRZENKA.;PLN;3,2;23;SZT;JUTRZENKA
1606135;59003520;JEŻYKI ADVOCAT 140g + BAT.CLASSIC 30g JUTRZENKA.;PLN;3,2;23;SZT;JUTRZENKA
1606151;59003520;JEŻYKI CLASSIC 140g + INNY 140g JUTRZENKA.;PLN;3,77;23;SZT;JUTRZENKA
1606151A;59003520;07 jeżyki wiśnia 140g + cafe 140g JUTRZENKA.;PLN;3,1;23;SZT;JUTRZENKA
1606152A;59003520;08 jeżyki classic 140g + pomarańcz 140g JUTRZENKA.;PLN;3,1;23;SZT;JUTRZENKA
1606153A;59003520;10 jeżyki classic 140g + caffe 140g JUTRZENKA.;PLN;3,1;23;SZT;JUTRZENKA
1606154A;0;08 jeżyki pomarańcz 140g + pomarańcz 140g JUTRZENKA.;PLN;2,2;23;SZT;JUTRZENKA
1606201;59003940;HERB. FAMIL.kruche z cukr.200g JUTRZENKA.;PLN;3,62;0;SZT;JUTRZENKA
1606202;59003940;HERB. FAMIL.maślane 200g JUTRZENKA.;PLN;3,41;0;SZT;JUTRZENKA
1606203;59003940;HERB. FAMIL.murzynki 200g JUTRZENKA.;PLN;3,41;0;SZT;JUTRZENKA
1606211;59003520;HERB. FAM. ZWIERZ. W CZEK. ML. 150g JUTRZENKA;PLN;3,05;23;SZT;JUTRZENKA
1606211A;59003520;06 herb.fam. zwierzaczki w czek.ml. 150g JUTRZENKA;PLN;1,18;23;SZT;JUTRZENKA
1606212;59003520;HERB. FAM. ZWIERZ. 150g JUTRZENKA;PLN;2,45;23;SZT;JUTRZENKA
1606212A;59003520;07 herb. fam. zwierz. 150g JUTRZENKA;PLN;1,1;23;SZT;JUTRZENKA
1606215;59003520;HERB. FAMIL.(petit) w czekol.ml 170g JUTRZENKA.;PLN;3,05;23;SZT;JUTRZENKA
1606215A;59003520;11 herb. famil.(petit) w czekol.ml 170g JUTRZENKA.;PLN;1,99;23;SZT;JUTRZENKA
1606221;59003940;HERB. FAMIL.maślane z czekol.ml 154g JUTRZENKA.;PLN;3,05;23;SZT;JUTRZENKA
1606222;59003940;HERB. FAMIL.murzynki z czekoladą 154g JUTRZENKA.;PLN;3,05;23;SZT;JUTRZENKA
1606222A;59003940;07 herb. famil.murzynki z czekoladą 154g JUTRZENKA.;PLN;1,44;23;SZT;JUTRZENKA
1606997;0;STEND PODEST KONF. JEŻYKI 28 kg JUTRZENKA.;PLN;578,33;23;SZT;JUTRZENKA
1606998;0;STEND JEŻYKI 33,32 kg JUTRZENKA.;PLN;716,16;23;SZT;JUTRZENKA
1606999;59003521;STEND JEŻYKI KASA 22,68 kg JUTRZENKA.;PLN;469,98;23;SZT;JUTRZENKA
1607001;59003520;KAMYKI ORZECHOWE 100g JUTRZENKA.;PLN;2,81;23;SZT;JUTRZENKA
1607005;59003520;MIGDAŁY W MLECZNEJ CZEKOLADZIE 80g (20) JUTRZENKA.;PLN;5,48;23;SZT;JUTRZENKA
1607006;59003520;MIGDAŁY W BIAŁEJ CZEK. Z CYNAMONEM 80g (20) JUTRZENKA.;PLN;3,3;23;SZT;JUTRZENKA
1607011;59003520;RODZYNKI W CZEKOLADZIE 1 2 5g JUTRZENKA.;PLN;4,34;23;SZT;JUTRZENKA
1607012;59003520;RODZYNKI W CZEKOLADZIE 80g JUTRZENKA.;PLN;4,18;23;SZT;JUTRZENKA
1607013;59003520;RODZYNKI W MLECZNEJ CZEKOLADZIE 80g JUTRZENKA.;PLN;4,18;23;SZT;JUTRZENKA
1607021;59003520;DRAŻE CHIŃSKIE W CZEKOLADZIE 1 2 5g JUTRZENKA.;PLN;3,74;23;SZT;JUTRZENKA
1607031;59003520;ORZECHY LASKOWE W CZEKOLADZIE 80g JUTRZENKA.;PLN;5,48;23;SZT;JUTRZENKA
1607032;59003520;ORZECHY LASKOWE W MLECZNEJ CZEK. 80g JUTRZENKA.;PLN;5,48;23;SZT;JUTRZENKA
1607032A;59003520;02 orzechy laskowe w mlecz.czek. 80g (10) JUTRZENKA.;PLN;2,2;23;SZT;JUTRZENKA
1607033;59003520;06 orzechy laskowe w białej czek. z kawą 80g JUTRZENKA.;PLN;1,2;23;SZT;JUTRZENKA
1607051;59003520;WIŚNIE W CZEKOLADZIE 80g JUTRZENKA.;PLN;5,43;23;SZT;JUTRZENKA
1607101;59003520;DRAŻE MLECZNE 80g JUTRZENKA.;PLN;2,81;23;SZT;JUTRZENKA
1607201;59003521;bites TYCI GRZEŚKI czek. mleczna 120g GOPLANA-COLIAN;PLN;6,1;0;SZT;JUTRZENKA
1607202;59003521;bites TYCI GRZEŚKI czek. deserowej 120g GOPLANA-COLIAN;PLN;6,1;0;SZT;JUTRZENKA
1607203;59003521;08 bites TYCI DRAŻE ORZESZKI 110g GOPLANA-COLIAN;PLN;1,6;23;SZT;JUTRZENKA
1607204;59003521;bites TYCI CUK. TOFFINO 110g GOPLANA-COLIAN;PLN;4,1;23;SZT;JUTRZENKA
1607205;59003521;bites TYCI JEŻYKI CLASSIC 100g GOPLANA-COLIAN;PLN;6,05;0;SZT;JUTRZENKA
1607210;59003940;coolki JEŻYKI dark 140g GOPLANA-COLIAN;PLN;5,99;23;SZT;JUTRZENKA
1607211;59003940;coolki JEŻYKI milk 140g GOPLANA-COLIAN;PLN;7,96;23;SZT;JUTRZENKA
1608001;59003520;WAFLE FAMIL.orzech 180g JUTRZENKA.;PLN;3,23;0;SZT;JUTRZENKA
1608001A;59003520;wafle familijne 180g JUTRZENKA.;PLN;2,35;23;SZT;JUTRZENKA
1608002;59003520;WAFLE FAMIL.kakao-śmiet. 180g JUTRZENKA.;PLN;3,23;0;SZT;JUTRZENKA
1608002G;59003520;10 WAFLE FAMIL. śmiet.180g JUTRZENKA.;PLN;1,65;0;SZT;JUTRZENKA
1608003;59003520;WAFLE FAMIL.śmietankowe 180g JUTRZENKA.;PLN;3,23;0;SZT;JUTRZENKA
1608003G;59003520;GP WAFLE FAMIL.śmietankowe 180g JUTRZENKA.;PLN;2,35;23;SZT;JUTRZENKA
1608004;59003520;WAFLE FAMIL.cytrynowe 180g JUTRZENKA.;PLN;3,23;0;SZT;JUTRZENKA
1608005;59003520;WAFLE FAMIL.kakao 180g JUTRZENKA.;PLN;3,23;0;SZT;JUTRZENKA
1608005A;59003520;10 WAFLE FAMIL.kakao 180g JUTRZENKA.;PLN;1,65;0;SZT;JUTRZENKA
1608005G;59003520;GP WAFLE FAMIL.kakaowe 180g JUTRZENKA.;PLN;2,35;23;SZT;JUTRZENKA
1608006;59003520;WAFLE FAMIL.trusk-śmiet. 180g JUTRZENKA.;PLN;3,23;0;SZT;JUTRZENKA
1608006G;59003520;GP WAFLE FAMIL.trusk.-śmiet. 180g JUTRZENKA.;PLN;2,35;23;SZT;JUTRZENKA
1608007B;59003520;WAFLE FAMIL.kokos. 180g JUTRZENKA.;PLN;3,23;0;SZT;JUTRZENKA
1608008;59003520;WAFLE FAMIL.chałwa 180g JUTRZENKA.;PLN;1,93;0;SZT;JUTRZENKA
1608021;59003520;03 WAFLE FAMIL. mleczne 125g JUTRZENKA.;PLN;1,3;23;SZT;JUTRZENKA
1608041;59003521;WAFLE famil. GOFROWE czekoladowe 130g JUTRZENKA.;PLN;3,23;0;SZT;JUTRZENKA
1608041A;59003520;04 famil. GOFROWE czekoladowe 150g JUTRZENKA.;PLN;1,5;23;SZT;JUTRZENKA
1608042;59003521;WAFLE famil. GOFROWE waniliowe 130g JUTRZENKA.;PLN;3,23;0;SZT;JUTRZENKA
1608042A;59003520;07 wafle famil. gofrowe waniliowe 150g (30) JUTRZENKA.;PLN;1,45;23;SZT;JUTRZENKA
1608045;59003520;WAFLE famil. GOFROWE z pomarańczą i krem.waniliowym 160g JUTRZENKA.;PLN;2,89;23;SZT;JUTRZENKA
1608045A;59003520;11 WAFLE famil. GOFROWE z pomarańczą i krem.waniliowym 160g JUTRZENKA.;PLN;1,29;23;SZT;JUTRZENKA
1608046;59003520;10 WAFLE famil. GOFROWE z cz. porzeczką i krem.jogurt 160g JUTRZENKA.;PLN;1,79;23;SZT;JUTRZENKA
1608047;59003520;WAFLE famil. GOFROWE karmelowe 140g JUTRZENKA.;PLN;3,23;0;SZT;JUTRZENKA
1608048;59003520;WAFLE famil. GOFROWE black 140g JUTRZENKA.;PLN;4,09;0;SZT;JUTRZENKA
1608052;59003520;WAF.KAKAOWE 80g JUTRZENKA.;PLN;1,1;23;SZT;JUTRZENKA
1608054;59003520;WAF.TRUSK-ŚM.80g JUTRZENKA.;PLN;1,1;23;SZT;JUTRZENKA
1608055;59003520;WAF.ŚMIETAN.80g JUTRZENKA.;PLN;1,1;23;SZT;JUTRZENKA
1608056;59003940;WAFLE FAMIL. mocno-czekoladowe 180g JUTRZENKA.;PLN;3,69;23;SZT;JUTRZENKA
