ID_ASO;EAN;NAZWA;ID_WALUTA;CENA_NETTO;VAT;ID_JED;ID_PROD
0407032;59001890;12 PA. GALARETKI JOLLY z nadzieniem 280g +GRATIS SOLIDARNOŚĆ-COLIAN;PLN;2,39;23;SZT;JUTRZENKA
0407040;0;PA. GALARETKI WIOSENNE 500g+40g SOLIDARNOŚĆ-COLIAN;PLN;10,49;23;SZT;JUTRZENKA
0407041;59001890;07 PA. GALARETKI WIOSENNE 200g SOLIDARNOŚĆ-COLIAN;PLN;2,99;23;SZT;JUTRZENKA
0407049;59001890;PA. TOFFINO CHOCO 250g SOLIDARNOŚĆ-COLIAN;PLN;5,7;23;SZT;JUTRZENKA
0407050;59001897;PA. TOFFINO CHOCO 80g SOLIDARNOŚĆ-COLIAN;PLN;2,31;23;SZT;JUTRZENKA
0407051;59001890;06 PA. TOFFINO MALINOWE 80g. SOLIDARNOŚĆ-COLIAN;PLN;1,23;23;SZT;JUTRZENKA
0407052;59001897;PA. TOFFINO CREAMY 80g SOLIDARNOŚĆ-COLIAN;PLN;2,1;23;SZT;JUTRZENKA
0407080;59001890;PA. KRÓWKA MLECZNA 135g SOLIDARNOŚĆ-COLIAN;PLN;3,03;23;SZT;JUTRZENKA
0407081;59001890;PA. KRÓWKA MLECZNA 286g SOLIDARNOŚĆ-COLIAN;PLN;5,7;23;SZT;JUTRZENKA
0499201;59001890;BN BOMB. WIŚNIE W LIKIERZE puszka 393g SOLIDARNOŚĆ-COLIAN;PLN;28,49;23;SZT;JUTRZENKA
0499202;59001890;BN BOMB. ŚLIWKA NAŁĘCZOWSKA puszka 490g SOLIDARNOŚĆ-COLIAN;PLN;28,49;23;SZT;JUTRZENKA
0499203;59001890;BN BOMB. ZŁOTE CZEKOLADOWE KREACJE mix pudełko 228g SOLIDARNOŚĆ-COLIAN;PLN;13,99;23;SZT;JUTRZENKA
0499205;59001890;WN BOMB. L'AMOUR 233g SOLIDARNOŚĆ-COLIAN;PLN;9,55;23;SZT;JUTRZENKA
0499206;59001890;BN BOMB. CHOCO-CHOCO czekoladki z klasą 253g SOLIDARNOŚĆ-COLIAN;PLN;8,99;23;SZT;JUTRZENKA
0499207;59001890;BN BOMB. PISTACHIO czekoladki z klasą 253g SOLIDARNOŚĆ-COLIAN;PLN;8,54;23;SZT;JUTRZENKA
0499208;59001890;BN BOMB. OCZAROWANIE 175g SOLIDARNOŚĆ-COLIAN;PLN;8,49;23;SZT;JUTRZENKA
0499209;59001890;BN BOMB. L'AMOUR 165g SOLIDARNOŚĆ-COLIAN;PLN;8,07;23;SZT;JUTRZENKA
0499210;59001890;BN KART. CAFFE czekoladki z klasą 410g SOLIDARNOŚĆ-COLIAN;PLN;10,92;23;SZT;JUTRZENKA
0499211;59001890;BN KART. PISTACHIO czekoladki z klasą 410g SOLIDARNOŚĆ-COLIAN;PLN;10,92;23;SZT;JUTRZENKA
0499212;59001890;BN KART. ZŁOTA MALAGA 393g SOLIDARNOŚĆ-COLIAN;PLN;10,92;23;SZT;JUTRZENKA
0499213;59001890;BN BOMB. PRALINES FINEST SELECTION 285g SOLIDARNOŚĆ-COLIAN;PLN;13,99;23;SZT;JUTRZENKA
0499214;59001890;WN BOMB. CZEKOLADOWE KREACJE MIX 229g SOLIDARNOŚĆ-COLIAN;PLN;11,46;23;SZT;JUTRZENKA
0499215;59001890;BN BOMB. puszka ZŁOTE CZEKOLADOWE KREACJE 228g SOLIDARNOŚĆ-COLIAN;PLN;21,49;23;SZT;JUTRZENKA
0499216;59001890;BN BOMB. WIŚNIE W LIKIERZE kartonik 323g SOLIDARNOŚĆ-COLIAN;PLN;15,79;23;SZT;JUTRZENKA
0499217;59001890;BN BOMB. WIŚNIE W LIKIERZE kuferki 203g SOLIDARNOŚĆ-COLIAN;PLN;9,99;23;SZT;JUTRZENKA
0499218;59001890;BN BOMB. LIQUER&CHOCOLATE G. advocat 183g SOLIDARNOŚĆ-COLIAN;PLN;7,39;23;SZT;JUTRZENKA
0499219;59001890;BN BOMB. LIQUER&CHOCOLATE G. cherry 188g SOLIDARNOŚĆ-COLIAN;PLN;7,39;23;SZT;JUTRZENKA
0499220;59001890;BN BOMB. PRALINES FINEST SELECTION caramel 112g SOLIDARNOŚĆ-COLIAN;PLN;4,99;23;SZT;JUTRZENKA
0499221;59001890;BN BOMB. PRALINES FINEST SELECTION coffee 112g SOLIDARNOŚĆ-COLIAN;PLN;4,99;23;SZT;JUTRZENKA
0499222;59001890;BN BOMB. PRALINES FINEST SELECTION orange 112g SOLIDARNOŚĆ-COLIAN;PLN;4,99;23;SZT;JUTRZENKA
0499223;59001890;BN BOMB. ŚLIWKA NAŁĘCZOWSKA 300g SOLIDARNOŚĆ-COLIAN;PLN;15,79;23;SZT;JUTRZENKA
0499224;59001890;BN BOMB. KUFEREK 705g SOLIDARNOŚĆ-COLIAN;PLN;19,9;23;SZT;JUTRZENKA
0499225;59001890;BN BOMB. JOLLY BABY 260g SOLIDARNOŚĆ-COLIAN;PLN;7,99;23;SZT;JUTRZENKA
0499226;59001890;BN ZŁOTA WIŚNIA - PUSZKA BOMBKA 190g SOLIDARNOŚĆ-COLIAN;PLN;8;23;SZT;JUTRZENKA
0499227;59001890;BN ŚLIWKA NAŁĘCZOWSKA - PUSZKA BOMBKA 190g SOLIDARNOŚĆ-COLIAN;PLN;8;23;SZT;JUTRZENKA
0499228;59001897;BN ZŁOTY ORZECH - PUSZKA BOMBKA 187g SOLIDARNOŚĆ-COLIAN;PLN;8;23;SZT;JUTRZENKA
0499230;59001890;BN ŚLIWKA NAŁĘCZOWSKA - PUSZKA OWAL 250g SOLIDARNOŚĆ-COLIAN;PLN;20,49;23;SZT;JUTRZENKA
0499401;59001897;05 BN CUK. ZAKRĘCONE MIX LUZ SOLIDARNOŚĆ-COLIAN;PLN;8;23;KG;JUTRZENKA
0499403;59001897;00 BN CUK. GWIAZDKOWY MISTER RON LUZ SOLIDARNOŚĆ-COLIAN;PLN;7,99;23;KG;JUTRZENKA
0499404;59001897;00 BN CUK. TRUFLE ŚWIĄTECZNE LUZ SOLIDARNOŚĆ-COLIAN;PLN;7,99;23;KG;JUTRZENKA
0499405;59001897;00 BN CUK. TRUFLA CHOINKOWA LUZ SOLIDARNOŚĆ-COLIAN;PLN;7,99;23;KG;JUTRZENKA
0499602;59001890;BN CIASTECZKA MAŚLANE 160g+30g SOLIDARNOŚĆ-COLIAN;PLN;2,69;23;SZT;JUTRZENKA
0499701;59001890;BN PA. GALARETKI W CZEK. WIOSENNE 150g SOLIDARNOŚĆ-COLIAN;PLN;4,49;23;SZT;JUTRZENKA
0499702;59001890;"BN PA. TOFFINO CZEK. ""gwiazdkowy upominek"" 150g SOLIDARNOŚĆ-COLIAN";PLN;4,49;23;SZT;JUTRZENKA
0499703;59001890;BN PA. ZŁOTE PRALINY 420g SOLIDARNOŚĆ-COLIAN;PLN;11,99;23;SZT;JUTRZENKA
0499704;59001890;BN PA. CHOCO DIDI 420g. SOLIDARNOŚĆ-COLIAN;PLN;11,45;23;SZT;JUTRZENKA
0499705;59001890;BN PA. GALARETKI W CZEK. WIOSENNE 500g SOLIDARNOŚĆ-COLIAN;PLN;10,49;23;SZT;JUTRZENKA
0499706;59001890;BN PA. KRÓWKA MLECZNA 286g SOLIDARNOŚĆ-COLIAN;PLN;4,99;23;SZT;JUTRZENKA
0499707;59001890;BN PA. GALARETKI W CZEK. WIOSENNE 200g. SOLIDARNOŚĆ-COLIAN;PLN;4,39;23;SZT;JUTRZENKA
0499708;59001890;BN PA. MIESZANKA TRUFLOWA 145g. SOLIDARNOŚĆ-COLIAN;PLN;4,39;23;SZT;JUTRZENKA
0499709;59001890;BN PA. GALARETKI JOLLY BABY z nadzieniem 200g. SOLIDARNOŚĆ-COLIAN;PLN;3,35;23;SZT;JUTRZENKA
0499710;59001890;BN PA.MR RON kartonik 130g SOLIDARNOŚĆ-COLIAN;PLN;4,49;23;SZT;JUTRZENKA
0499711;59001890;05 BN PA. MIESZANKA TRUFLOWA 192g SOLIDARNOŚĆ-COLIAN;PLN;1,6;23;SZT;JUTRZENKA
0499712;59001890;BN PA. MIESZANKA TRUFLOWA prezent 500g. SOLIDARNOŚĆ-COLIAN;PLN;10,49;23;SZT;JUTRZENKA
0499713;59001890;BN PA. MISTER RON torebka 180g SOLIDARNOŚĆ-COLIAN;PLN;4,17;23;SZT;JUTRZENKA
0499714;59001890;BN PA. FIVE kartonik 124g SOLIDARNOŚĆ-COLIAN;PLN;4,49;23;SZT;JUTRZENKA
0499715;59001890;BN PUD. MISTER RON 98g SOLIDARNOŚĆ-COLIAN;PLN;3,64;23;SZT;JUTRZENKA
0499716;59001890;BN PUD. TOFFINO CZEKOLADOWE 100g SOLIDARNOŚĆ-COLIAN;PLN;2,99;23;SZT;JUTRZENKA
0499717;59001890;BN PUD. GALARETKI JOLLY BABY choinka 165g SOLIDARNOŚĆ-COLIAN;PLN;4,09;23;SZT;JUTRZENKA
0499718;59001890;BN PUD. TOFFINO CZEKOLADOWE choinka 165g SOLIDARNOŚĆ-COLIAN;PLN;4,09;23;SZT;JUTRZENKA
0499719;59001890;WN TOFFINO CZEKOLADOWE 100g SOLIDARNOŚĆ-COLIAN;PLN;2,72;23;SZT;JUTRZENKA
0499720;59003520;WN JAJO PUSZKA - gal. wiosenna 150g SOLIDARNOŚĆ-COLIAN;PLN;8,99;23;SZT;JUTRZENKA
0499721;59001890;BN PUD. ŚLIWKA NAŁĘCZOWSKA - TOREBKA DAMSKA 250g SOLIDARNOŚĆ-COLIAN;PLN;14,1;23;SZT;JUTRZENKA
0499905;59003521;STEND WALENTYNKI 2015 12,692kg COLIAN;PLN;607,97;23;SZT;JUTRZENKA
0499906;0;STEND PODEST KONF. GAL JOLLY 23,2kg WN COLIAN;PLN;417,68;23;SZT;JUTRZENKA
0499907;0;STEND PODEST KONF. ZŁ. WIŚNIA 18,744kg WN 16 COLIAN;PLN;852,52;23;SZT;JUTRZENKA
0501011;59025816;02 BAT. choco cups CARAMEL BROWNIE 40g BARON;PLN;0,47;23;SZT;MILANO
0501015;59025816;02 BAT. choco cups TIRAMISU & COOKIES 40g BARON;PLN;0,47;23;SZT;MILANO
0703106A;59001020;01 czek. mleczna nadz.krówką 100g WAWEL.;PLN;1,58;23;SZT;WAWEL
1407001;59082271;PA. ALPENLIEBE MIX FRUIT 125g VAN MELLE.;PLN;3,89;23;SZT;VAN MELLE
1407002;59082271;PA. ALPENLIEBE TRUSKAWKA 125g VAN MELLE.;PLN;3,89;23;SZT;VAN MELLE
1407003;59082271;PA. ALPENLIEBE COFITOS 125g VAN MELLE.;PLN;3,89;23;SZT;VAN MELLE
1407005;0;PA. ALPENLIEBE COFITOS espresso 90g VAN MELLE.;PLN;2,6;23;SZT;VAN MELLE
1407011;59082271;PA. torebka MENTOS CHOCO 92g VAN MELLE.;PLN;5,2;23;SZT;VAN MELLE
1407012;59082271;PA. torebka MENTOS WHITE CHOCO 92g VAN MELLE.;PLN;5,2;23;SZT;VAN MELLE
1407021;0;ALPENLIEBE TOFFI with CHOCOLATE 126g VAN MELLE.;PLN;4;23;SZT;VAN MELLE
1407031;87234007;PA. CHUPA INFERNALS CHEWY CANDY 83g VAN MELLE.;PLN;2,79;23;SZT;VAN MELLE
1407101;80034409;CENTERSHOCK truskawka 4g VAN MELLE.;PLN;0,22;23;SZT;VAN MELLE
1407102;80034409;CENTERSHOCK jabłko 4g VAN MELLE.;PLN;0,29;23;SZT;VAN MELLE
1407103;80034409;CENTERSHOCK cola 4g VAN MELLE.;PLN;0,22;23;SZT;VAN MELLE
1407104;80034409;CENTERSHOCK monstermix 4g VAN MELLE.;PLN;0,22;23;SZT;VAN MELLE
1407121;80922018;bag CENTERSHOCK jabłko 36g VAN MELLE.;PLN;2,83;23;SZT;VAN MELLE
1407122;80922001;bag CENTERSHOCK truskawka 36g VAN MELLE.;PLN;2,83;23;SZT;VAN MELLE
1407151;87136005;CHUPA SŁODKIE ZEGARKI 14,7g VAN MELLE.;PLN;0,72;23;SZT;VAN MELLE
1407152;87136005;CHUPA SŁODKIE KORALE 17,7g VAN MELLE.;PLN;0,72;23;SZT;VAN MELLE
1407401;87234007;PA. mentos MINT mega pack 135g VAN MELLE.;PLN;5,2;23;SZT;VAN MELLE
1407402;87234007;PA. mentos FRUIT mega pack 135g VAN MELLE.;PLN;5,2;23;SZT;VAN MELLE
1407501;87108217;MENTOS STRONGMINT 38g (40) VAN MELLE.;PLN;2,17;23;SZT;VAN MELLE
1407502;87108026;MENTOS FRUIT 38g (40) VAN MELLE.;PLN;2,17;23;SZT;VAN MELLE
1407503;87108019;MENTOS MINT 38g (40) VAN MELLE.;PLN;2,17;23;SZT;VAN MELLE
1407504;87108019;MENTOS KISS ME 38g (40) VAN MELLE.;PLN;1,8;23;SZT;VAN MELLE
1407505;87317701;MENTOS BERRY MIX 37,5g (40) VAN MELLE.;PLN;1,8;23;SZT;VAN MELLE
1407506;87311396;MENTOS RAINBOW 37,5g (40) VAN MELLE.;PLN;1,16;23;SZT;VAN MELLE
1407507;87234007;MENTOS SHAKIES 37,5g (40) VAN MELLE.;PLN;1,8;23;SZT;VAN MELLE
1407508;87311570;MENTOS PINEAPPLE&RASPBERRY (40) 38g VAN MELLE.;PLN;1,66;23;SZT;VAN MELLE
1407509;87333114;MENTOS SAY HELLO 37,5g (40) VAN MELLE.;PLN;1,09;23;SZT;VAN MELLE
1407510;87317527;MENTOS STRAWBERRY 37,5g (40) VAN MELLE.;PLN;1,16;23;SZT;VAN MELLE
1407511;87333367;MENTOS żółty SAY HELLO 2 (40) 37,5g VAN MELLE.;PLN;1,07;23;SZT;VAN MELLE
1407512;87304619;MENTOS BLACKCURRANT (40) 37,5g VAN MELLE.;PLN;1,76;23;SZT;VAN MELLE
1407513;87345391;MENTOS GRAPEFRUIT (40) 37,5g VAN MELLE.;PLN;0,87;23;SZT;VAN MELLE
1407514;87311785;MENTOS DUO ROLKA (40) 37,5g VAN MELLE.;PLN;1,76;23;SZT;VAN MELLE
1407515;87317497;MENTOS ENIGMA (40) 37,5g VAN MELLE.;PLN;1,76;23;SZT;VAN MELLE
1407516;87234007;MENTOS DRINKS MIX 38g (40) VAN MELLE.;PLN;1,8;23;SZT;VAN MELLE
1407517;87333282;MENTOS SPICE IT UP ROLKA 37,5g (20) VAN MELLE.;PLN;1,92;23;SZT;VAN MELLE
1407518;87333305;MENTOS GREEN FRUIT MIX 37,5g (40) VAN MELLE.;PLN;1,92;23;SZT;VAN MELLE
1407519;87333497;MENTOS SOUR FRUITS 37,5g (40) VAN MELLE.;PLN;1,92;23;SZT;VAN MELLE
1407520;87345261;MENTOS CHERRY&PINEAPPLE 37,5g (40) VAN MELLE.;PLN;1,09;23;SZT;VAN MELLE
1407521;87345414;MENTOS THIS or THAT 37,5g (40) VAN MELLE.;PLN;1,16;23;SZT;VAN MELLE
1407522;87354089;MENTOS CARAMEL APPLE 37,5g (40) VAN MELLE.;PLN;0,99;23;SZT;VAN MELLE
1407541;46026060;MENTOS CHOCO 38g (24) VAN MELLE.;PLN;2,07;23;SZT;VAN MELLE
1407542;46026060;MENTOS WHITE CHOCO 38g (24) VAN MELLE.;PLN;1,97;23;SZT;VAN MELLE
1407543;46182777;MENTOS ORZECHOWY CHOCO 38g (24) VAN MELLE.;PLN;1,97;23;SZT;VAN MELLE
1407551;87108217;Mentos m strongmint 38g (20) VAN MELLE.;PLN;1,83;23;SZT;VAN MELLE
1407552;87108026;Mentos m fruit 38g (20) VAN MELLE.;PLN;1,83;23;SZT;VAN MELLE
1407553;87108019;Mentos m mint 38g (20) VAN MELLE.;PLN;1,83;23;SZT;VAN MELLE
1407554;0;Mentos m sweet apple 38g (20) VAN MELLE.;PLN;1,72;23;SZT;VAN MELLE
1407555;87308679;Mentos m enigma 37,5g (20) VAN MELLE.;PLN;1,66;23;SZT;VAN MELLE
1407556;87308280;Mentos m rainbow 37,5g (20) VAN MELLE.;PLN;1,66;23;SZT;VAN MELLE
1407557;0;Mentos m DUO strawberry lime 37,5g (20) VAN MELLE.;PLN;1,72;23;SZT;VAN MELLE
1407560;59082271;Mentos SHOOTZ SOUR FRUITS 25g (18) VAN MELLE.;PLN;1,32;23;SZT;VAN MELLE
1407561;59082271;Mentos SHOOTZ FRUIT 25g (18) VAN MELLE.;PLN;1,32;23;SZT;VAN MELLE
1407565;87333022;Mentos POP INS fruit 25g (21) VAN MELLE.;PLN;1,32;23;SZT;VAN MELLE
1407566;87333015;Mentos POP INS sour 25g (21) VAN MELLE.;PLN;1,32;23;SZT;VAN MELLE
1407571;87234007;MENTOS DUO 4PACK 150g VAN MELLE.;PLN;4,98;23;SZT;VAN MELLE
1407581;87108910;MENTOS mini 10.5g słój VAN MELLE.;PLN;0,66;23;SZT;VAN MELLE
1407585;0;MENTOS mini MULTIPACK (7+1) 84g VAN MELLE.;PLN;4,34;23;SZT;VAN MELLE
1407591;80878025;mentos 2H CLEAN BREATH intense mint 21g VAN MELLE.;PLN;2,75;8;SZT;VAN MELLE
1407592;80969914;mentos 2H CLEAN BREATH peppermint 21g VAN MELLE.;PLN;2,75;8;SZT;VAN MELLE
1407601;54128416;POWERMINTS extra strong BOX 5,7g VAN MELLE.;PLN;1,49;8;SZT;VAN MELLE
1407602;54128416;POWERMINTS vanila mint BOX 5,7g VAN MELLE.;PLN;1,49;8;SZT;VAN MELLE
1407603;54128416;POWERMINTS lime mint BOX 5,7g VAN MELLE.;PLN;1,49;8;SZT;VAN MELLE
1407604;54128416;POWERMINTS orange mint BOX 5,7g VAN MELLE.;PLN;1,49;8;SZT;VAN MELLE
1407611;87234007;MENTOS POWERMINTS extra strong BOX 5,7g VAN MELLE.;PLN;1,66;8;SZT;VAN MELLE
1407612;87234007;MENTOS POWERMINTS peppermint BOX 5,7g VAN MELLE.;PLN;1,66;8;SZT;VAN MELLE
1407623;87108521;FRUITTELLA OWOCOWY OGRÓD STICK 41g (40) VAN MELLE.;PLN;1,37;23;SZT;VAN MELLE
1407624;87108408;FRUITTELLA TRUSKAWKA STICK 41g (40) VAN MELLE.;PLN;1,37;23;SZT;VAN MELLE
1407625;87311709;FRUITTELLA 2FRUITY STICK41g (40) VAN MELLE.;PLN;1,23;23;SZT;VAN MELLE
1407626;87317404;FRUITTELLA RAINBOW STICK 41g (40) VAN MELLE.;PLN;1,37;23;SZT;VAN MELLE
1407627;87345056;FRUITTELLA CYTRUSOWY MIX STICK 41g (40) VAN MELLE.;PLN;1,37;23;SZT;VAN MELLE
1407628;87353990;FRUITTELLA SUPER MIX STICK 41g (40) VAN MELLE.;PLN;1,37;23;SZT;VAN MELLE
1407629;59071921;FRUITTELLA 2 PACK promo 82g (20) VAN MELLE.;PLN;2,64;23;SZT;VAN MELLE
1407632;87317657;mały dis. FRUITTELLA X-PLOSIONS STICK 41g (20) VAN MELLE.;PLN;1,33;23;SZT;VAN MELLE
1407633;0;mały dis. FRUITTELLA OWOCOWY OGRÓD STICK 41g (20) VAN MELLE.;PLN;1,2;23;SZT;VAN MELLE
1407634;0;mały dis. FRUITTELLA TRUSKAWKA STICK 41g (20) VAN MELLE.;PLN;1,2;23;SZT;VAN MELLE
1407639;87345179;mini FRUITTELLA 12,5g (54) VAN MELLE.;PLN;0,5;23;SZT;VAN MELLE
1407641;59082271;FRUITTELLA mini słój 24g natural VAN MELLE.;PLN;0,7;23;SZT;VAN MELLE
1407642;59082271;FRUITTELLA mini słój ( 60) 25g VAN MELLE.;PLN;0,79;23;SZT;VAN MELLE
1407651;59025801;FRUITELLA MINI MULTIPAK paski natural 96g VAN MELLE.;PLN;2,49;23;SZT;VAN MELLE
1407652;59042662;FRUITELLA MINI MULTIPAK paski (30) 100g VAN MELLE.;PLN;2,73;23;SZT;VAN MELLE
1407655;87108009;FRUITELLA TRUSKAWKA 4-PACK 3+1 164g VAN MELLE.;PLN;3,78;23;SZT;VAN MELLE
1407661;59082271;FRUITELLA multipack HIP HOP 72g VAN MELLE.;PLN;1,83;23;SZT;VAN MELLE
1407671;59029991;FRUITELLA HIP HOP 24g VAN MELLE.;PLN;0,68;23;SZT;VAN MELLE
1407681;89908000;FRUITELLA rainbow 10g VAN MELLE.;PLN;0,47;23;SZT;VAN MELLE
1407691;87308303;FRUITTELLA naturalna CRUNCHIES 23g VAN MELLE.;PLN;0,9;23;SZT;VAN MELLE
1407701;87308228;FRUITTELLA filled ORANGE-MANGO (24) 38g VAN MELLE.;PLN;1,36;23;SZT;VAN MELLE
1407702;87311419;FRUITTELLA filled STRAWBERRY-MELON (24) 38g VAN MELLE.;PLN;1,36;23;SZT;VAN MELLE
1407711;87108491;FRUITTELLA UFOs torebka (42) 25g VAN MELLE.;PLN;0,98;23;SZT;VAN MELLE
1407715;87108293;FRUITTELLA PIXELS torebka (48) 16g VAN MELLE.;PLN;0,72;23;SZT;VAN MELLE
1407731;96091814;FISHERMAN'S FRIEND original 12g VAN MELLE.;PLN;1,62;23;SZT;VAN MELLE
1407732;96091838;FISHERMAN'S FRIEND mint 12g VAN MELLE.;PLN;1,84;8;SZT;VAN MELLE
1407733;96091845;FISHERMAN'S FRIEND lemon 12g VAN MELLE.;PLN;1,84;8;SZT;VAN MELLE
1407741;84198419;CC XPLOSION ORANGE 10g VAN MELLE.;PLN;0,49;23;SZT;VAN MELLE
1407742;80901914;CC XPLOSION COLA 10g VAN MELLE.;PLN;0,49;23;SZT;VAN MELLE
1407751;59032977;ALPENLIEBE CHOCO strawberry 28g VAN MELLE.;PLN;1,31;23;SZT;VAN MELLE
1407752;59032250;ALPENLIEBE CHOCO caramel 28g VAN MELLE.;PLN;1,31;23;SZT;VAN MELLE
1407753;59032984;ALPENLIEBE CHOCO espresso 28g VAN MELLE.;PLN;1,73;23;SZT;VAN MELLE
1407758;80758198;ALPENLIEBE CHOCOLATE 70% karmel 38g VAN MELLE.;PLN;1,62;23;SZT;VAN MELLE
1407759;80757603;ALPENLIEBE CHOCOLATE 70% orzech 38g VAN MELLE.;PLN;1,62;23;SZT;VAN MELLE
1407761;69212111;ALPENLIEBE CREAMFILLS 40g VAN MELLE.;PLN;1,3;23;SZT;VAN MELLE
1407762;89350017;ALPENLIEBE COFITOS ESPRESSO 30g VAN MELLE.;PLN;1,43;23;SZT;VAN MELLE
1407763;59082271;ALPENLIEBE mix 41g VAN MELLE.;PLN;1,41;23;SZT;VAN MELLE
1407781;76107000;PA. RICOLA ALPEJSKA ŚWIEŻOŚĆ 27,5g VAN MELLE.;PLN;3,39;8;SZT;VAN MELLE
1407782;76107000;PA. RICOLA CZARNY BEZ 27,5g VAN MELLE.;PLN;3,39;8;SZT;VAN MELLE
1407783;76107000;PA. RICOLA MELISA 27,5g VAN MELLE.;PLN;3,39;8;SZT;VAN MELLE
1407784;76107000;PA. RICOLA ORYGINALNE ZOŁOWE 27,5g VAN MELLE.;PLN;3,39;8;SZT;VAN MELLE
1407785;76107000;PA. RICOLA ŻURAWINA 27,5g VAN MELLE.;PLN;1,87;8;SZT;VAN MELLE
1407886;59082271;STAND WYSYPNIK FRUITTELLA 2 PACK 17,22kg VAN MELLE.;PLN;554,4;23;SZT;VAN MELLE
1407887;59082271;STAND mentos strawberry berry TT 6x40x37,5g VAN MELLE.;PLN;427,2;23;SZT;VAN MELLE
1407888;0;STAND mentos strawberry kg VAN MELLE.;PLN;563,2;23;SZT;VAN MELLE
1407889;0;MENTOS STAND owocowy (8x40) 12,04 kg VAN MELLE.;PLN;550,4;23;SZT;VAN MELLE
1407890;0;EKSPOZYTOR fruittella mini ŻABA 1,5kg VAN MELLE.;PLN;43,2;23;SZT;VAN MELLE
1407891;0;STAND mentos enigma (8x40) 12,04 kg VAN MELLE.;PLN;550,4;23;SZT;VAN MELLE
1407892;59082271;STAND duży!!!! mentos choco TT 10,94kg VAN MELLE.;PLN;558,72;23;SZT;VAN MELLE
1407893;59082271;STAND mały!!!! mentos choco TT 5,472kg VAN MELLE.;PLN;279,36;23;SZT;VAN MELLE
1407894;0;MENTOS STEND (20) 4+ VAN MELLE.;PLN;137,6;23;SZT;VAN MELLE
1407895;0;FRUITTELLA COMBIPACK UFO TT 25,53kg VAN MELLE.;PLN;795,24;23;SZT;VAN MELLE
1407896;0;MENTOS STEND RAINBOW 4PACK 80x150g VAN MELLE.;PLN;398,4;23;SZT;VAN MELLE
1407897;0;MENTOS STAND sour ROLKA 8x40x37,5g VAN MELLE.;PLN;549,85;23;SZT;VAN MELLE
1407898;59082271;MENTOS COMBIPACK DUO 4x40x37,5g+80x150g VAN MELLE.;PLN;624;23;SZT;VAN MELLE
1407899;59082271;MENTOS ROLKA MIX COMBIPACK 9,6kg VAN MELLE.;PLN;422,4;23;SZT;VAN MELLE
1407900;87234007;MENTOS MIX 4PACK (28) 150g VAN MELLE.;PLN;4,62;23;SZT;VAN MELLE
1407901;59082271;MENTOS STRONG MINT+FRUIT 2x38g VAN MELLE.;PLN;2,35;23;SZT;VAN MELLE
1407902;59082271;COMBIPACK MENTOS DRZEWKO 4x12szt VAN MELLE.;PLN;79,68;23;SZT;VAN MELLE
1407903;59082271;COMBIPACK MENTOS STOJAK 5+ VAN MELLE.;PLN;156;23;SZT;VAN MELLE
1407905;0;MENTOS RAINBOW TUBA 6x37,5g VAN MELLE.;PLN;13;23;SZT;VAN MELLE
1407906;0;STAND MENTOS RAINBOW TUBA 6x37,5g VAN MELLE.;PLN;936;23;SZT;VAN MELLE
1407907;59082271;STAND MENTOS ROLKA MIX 8x40x37,5g VAN MELLE.;PLN;450,11;23;SZT;VAN MELLE
1407908;59082271;STAND MENTOS POP WYSYPNIK (328x25g) 8,2kg VAN MELLE.;PLN;423,12;23;SZT;VAN MELLE
1407909;59082271;PAKIET duży MENTOS CHOCO (12x24x38g) 10,94kg VAN MELLE.;PLN;558,72;23;SZT;VAN MELLE
1407910;59082271;PAKIET mały MENTOS CHOCO (6x24x38g) 5,47kg VAN MELLE.;PLN;279,36;23;SZT;VAN MELLE
1407911;59082271;STAND MENTOS SAY HELLO 15,04 kg VAN MELLE.;PLN;768;23;SZT;VAN MELLE
1407931;59082271;POWERMINTS combipack 5,7g x48 szt. VAN MELLE.;PLN;48,18;8;SZT;VAN MELLE
1407951;87234007;PA. MIX OF MINIS PERFETTI TORBA 508g VAN MELLE.;PLN;12,93;23;SZT;VAN MELLE
1407971;59082271;COMBIPACK ALPENLIEBE CHOCOLATE 70% VAN MELLE.;PLN;572,16;23;SZT;VAN MELLE
1407998;59082271;FRUITTELLA DZEWKO STICK 24x41g+24x38g VAN MELLE.;PLN;57,91;23;DISP;VAN MELLE
1407999;59082271;FRUITTELLA CRUNCHIES ŻABA (56+) x 23g.;PLN;47,6;23;SZT;VAN MELLE
1409022;80007350;FRUITTELLA żelki n. BUZIACZKI 100g VAN MELLE.;PLN;2,27;23;SZT;VAN MELLE
1409023;80007350;FRUITTELLA żelki n. MISIE 90g VAN MELLE.;PLN;2,78;23;SZT;VAN MELLE
1409024;80007350;FRUITTELLA żelki n. SERDUSZKA 90g VAN MELLE.;PLN;2,53;23;SZT;VAN MELLE
1409025;80007350;FRUITTELLA żelki n. ZWIERZACZKI 90g VAN MELLE.;PLN;2,53;23;SZT;VAN MELLE
1409026;80007350;FRUITTELLA żelki n. MIX 90g VAN MELLE.;PLN;2,28;23;SZT;VAN MELLE
1409028;80007350;FRUITTELLA żelki n. JAKI TO SMAK 90g VAN MELLE.;PLN;2,53;23;SZT;VAN MELLE
1409030;46026060;FRUITTELLA żelki ŚWINKA PEPPA 70g VAN MELLE.;PLN;2,53;23;SZT;VAN MELLE
1409031;80034409;CHUPA CHUPS żelki INFERNALS 90g VAN MELLE.;PLN;2,02;23;SZT;VAN MELLE
