ID_ASO;DATA_STANU;STAN;ID_JED;ID_PROD;WART_NETTO;ID_WALUTA
0406010;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0406012;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0406013A;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407000;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407000A;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407011;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407030;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407031;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407032;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407040;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407041;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407049;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407050;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407051;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407052;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407080;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0407081;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499201;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499202;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499203;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499205;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499206;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499207;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499208;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499209;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499210;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499211;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499212;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499213;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499214;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499215;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499216;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499217;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499218;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499219;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499220;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499221;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499222;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499223;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499224;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499225;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499226;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499227;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499228;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499230;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499401;04.02.2024;0;KG;JUTRZENKA;0;PLN
0499403;04.02.2024;0;KG;JUTRZENKA;0;PLN
0499404;04.02.2024;0;KG;JUTRZENKA;0;PLN
0499405;04.02.2024;0;KG;JUTRZENKA;0;PLN
0499602;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499701;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499702;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499703;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499704;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499705;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499706;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499707;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499708;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499709;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499710;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499711;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499712;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499713;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499714;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499715;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499716;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499717;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499718;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499719;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499720;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499721;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499905;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499906;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0499907;04.02.2024;0;SZT;JUTRZENKA;0;PLN
0501011;04.02.2024;0;SZT;MILANO;0;PLN
0501015;04.02.2024;0;SZT;MILANO;0;PLN
0703106A;04.02.2024;0;SZT;WAWEL;0;PLN
1407001;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407002;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407003;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407005;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407011;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407012;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407021;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407031;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407101;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407102;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407103;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407104;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407121;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407122;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407151;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407152;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407401;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407402;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407501;04.02.2024;800;SZT;VAN MELLE;1736;PLN
1407502;04.02.2024;800;SZT;VAN MELLE;1736;PLN
1407503;04.02.2024;360;SZT;VAN MELLE;781,2;PLN
1407504;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407505;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407506;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407507;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407508;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407509;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407510;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407511;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407512;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407513;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407514;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407515;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407516;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407517;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407518;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407519;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407520;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407521;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407522;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407541;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407542;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407543;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407551;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407552;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407553;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407554;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407555;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407556;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407557;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407560;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407561;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407565;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407566;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407571;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407581;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407585;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407591;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407592;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407601;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407602;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407603;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407604;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407611;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407612;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407623;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407624;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407625;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407626;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407627;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407628;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407629;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407632;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407633;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407634;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407639;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407641;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407642;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407651;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407652;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407655;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407661;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407671;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407681;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407691;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407701;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407702;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407711;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407715;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407731;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407732;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407733;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407741;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407742;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407751;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407752;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407753;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407758;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407759;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407761;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407762;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407763;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407781;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407782;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407783;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407784;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407785;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407886;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407887;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407888;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407889;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407890;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407891;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407892;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407893;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407894;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407895;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407896;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407897;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407898;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407899;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407900;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407901;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407902;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407903;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407905;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407906;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407907;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407908;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407909;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407910;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407911;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407931;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407951;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407971;04.02.2024;0;SZT;VAN MELLE;0;PLN
1407998;04.02.2024;0;DISP;VAN MELLE;0;PLN
1407999;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409022;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409023;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409024;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409025;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409026;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409028;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409030;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409031;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409032;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409041;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409051;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409061;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409071;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409072;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409101;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409102;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409103;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409104;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409110;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409111;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409997;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409998;04.02.2024;0;SZT;VAN MELLE;0;PLN
1409999;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410101;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410102;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410104;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410115;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410116;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410120;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410121;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410122;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410123;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410124;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410125;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410128;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410129;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410130;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410131;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410132;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410133;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410135;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410135B;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410136;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410137;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410138;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410139;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410140;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410141;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410142;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410142A;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410142AA;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410143;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410144;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410144A;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410145;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410146;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410148;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410149B;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410151;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410152;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410153;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410154;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410161;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410162;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410163;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410164;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410165;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410166;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410167;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410171;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410172;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410175;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410181;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410182;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410190;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410191;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410192;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410195;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410196;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410197;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410201;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410201A;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410301;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410304;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410305;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410306;04.02.2024;3194;SZT;VAN MELLE;1884,46;PLN
1410306B;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410307;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410308;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410351;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410352;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410361;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410370;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410371;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410372;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410373;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410701;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410983;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410984;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410985;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410986;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410987;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410988;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410989;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410990;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410991;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410992;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410993;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410994;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410995;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410996;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410997;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410998;04.02.2024;0;SZT;VAN MELLE;0;PLN
1410999;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411051;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411052;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411056;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411057;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411081;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411082;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411085;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411086;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411091;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411092;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411095;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411096;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411097;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411098;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411100;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411101;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411102;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411103;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411104;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411111;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411115;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411116;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411117;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411121;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411122;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411123;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411124;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411125;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411126;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411127;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411130;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411131;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411132;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411135;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411136;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411137;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411141;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411142;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411143;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411144;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411145;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411145B;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411146;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411149;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411150;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411151;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411161;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411162;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411181;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411182;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411201;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411202;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411203;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411204;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411221;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411222;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411223;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411224;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411251;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411252;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411260;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411261;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411262;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411271;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411272;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411273;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411274;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411281;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411282;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411283;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411284;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411285;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411286;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411301;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411302;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411401;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411402;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411990;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411991;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411992;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411993;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411994;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411995;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411996;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411997;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411998;04.02.2024;0;SZT;VAN MELLE;0;PLN
1411999;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499701;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499702;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499801;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499802;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499803;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499804;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499805;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499806;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499966;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499967;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499968;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499969;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499970;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499971;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499972;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499973;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499974;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499975;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499976;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499977;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499978;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499979;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499980;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499981;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499982;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499983;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499984;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499985;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499986;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499987;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499988;04.02.2024;0;SZT;VAN MELLE;0;PLN
1499989;04.02.2024;0;SZT;VAN MELLE;0;PLN
